beer_name,beer_id,brewery_id,Style,Category,Brewer,Address,City,State
Whitetail Ale,2598,651,American-Style Pale Ale,North American Ale,Hereford & Hops Restaurant and Brewpub #1,624 Ludington Street,Escanaba,Michigan
Point Reyes Porter,2600,827,Porter,Irish Ale,Marin Brewing,1809 Larkspur Landing Circle,Larkspur Landing,California
Samuel Adams Coastal Wheat,2816,157,South German-Style Hefeweizen,German Ale,Boston Beer Company,30 Germania Street,Boston,Massachusetts
Wheat Beer,714,842,American-Style Lager,North American Lager,McMenamins Mill Creek,13300 Bothell-Everett Highway #304,Mill Creek,Washington
Red Ale,941,691,American-Style Amber/Red Ale,North American Ale,Independence Brew Pub,1150 Filbert Street,Philadelphia,Pennsylvania
1084 Barleywine,4025,850,American-Style Barley Wine Ale,North American Ale,Mercury Brewing Company,23 Hayward St.,Ipswich,Massachusetts
Firehouse ESB,4027,1316,Extra Special Bitter,British Ale,Upstream Brewing Old Market,514 South Eleventh Street,Omaha,Nebraska
Ohio City Oatmeal Stout,4370,605,American-Style Stout,North American Ale,Great Lakes Brewing,2516 Market Avenue,Cleveland,Ohio
Saranac Lager,4600,512,American-Style Lager,North American Lager,F.X. Matt Brewing,811 Edward Street,Utica,New York
Bube's India Pale Ale (IPA),4644,314,American-Style India Pale Ale,North American Ale,Bube's Brewery,102 North Market Street,Mount Joy,Pennsylvania
Sundog,4804,908,American-Style Amber/Red Ale,North American Ale,New Holland Brewing Company,66 East Eighth Street,Holland,Michigan
Liberty Unfiltered Wheat Ale,4921,784,Light American Wheat Ale or Lager,Other Style,Liberty Steakhouse and Brewery,1321 Celebrity Circle,Myrtle Beach,South Carolina
Hop Master's Abbey Belgian-style Double IPA,5785,673,Other Belgian-Style Ales,Belgian and French Ale,Hoppin Frog Brewery,1680-F East Waterloo Rd.,Akron,Ohio
Pointer Brown Ale,3008,407,American-Style Brown Ale,North American Ale,Court Avenue Brewing,309 Court Avenue,Des Moines,Iowa
Hex Nut Brown Ale,3067,586,American-Style Brown Ale,North American Ale,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,Chicago,Illinois
Pale,3510,1029,American-Style Pale Ale,North American Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California
Dreadnaught Imperial IPA,1465,1260,Imperial or Double India Pale Ale,North American Ale,Three Floyds Brewing,9750 Indiana Parkway,Munster,Indiana
Shiner Hefeweizen,236,1179,South German-Style Hefeweizen,German Ale,Spoetzl Brewery,603 East Brewery Street,Shiner,Texas
Phoenix Pale Ale,978,1158,American-Style Pale Ale,North American Ale,Sly Fox Brewhouse and Eatery - Royersford,312 North Lewis Road,Royersford,Pennsylvania
Richbrau Abbey-Style Ale,5227,1055,Other Belgian-Style Ales,Belgian and French Ale,Richbrau Brewing Company,1214 East Cary St,Richmond,Virginia
Blizzard Bock,5576,539,Traditional German-Style Bock,German Lager,Flying Bison Brewing,491 Ontario Street,Buffalo,New York
Vertical Epic 10.10.10,5864,1204,Belgian-Style Pale Ale,Belgian and French Ale,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California
Circket Hill American Ale,4737,415,American-Style Amber/Red Ale,North American Ale,Cricket Hill,24 Kulick Road,Fairfield,New Jersey
Pilsener Lager,4751,960,German-Style Pilsener,German Lager,Otto's Pub and Brewery,2105 N. Atherton St.,State College,Pennsylvania
Brown Ale,3126,1298,American-Style Brown Ale,North American Ale,Two Brothers Brewing,30 Butterfield Road,Warrenville,Illinois
Gray Whale,3337,965,American-Style Pale Ale,North American Ale,Pacific Coast Brewing,906 Washington Street,Oakland,California
HefeWeizen,3513,1029,American-Style Lager,North American Lager,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California
Stoudt's Pils,3878,1211,German-Style Pilsener,German Lager,Stoudt's Brewery,2800 North Reading Road,Adamstown,Pennsylvania
Blind Pig IPA,4041,1086,American-Style India Pale Ale,North American Ale,Russian River Brewing,725 Fourth Street,Santa Rosa,California
CoHoHo Imperial IPA,4096,858,Imperial or Double India Pale Ale,North American Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska
Iron City,4309,698,American-Style Lager,North American Lager,Iron City Brewing Co.,3340 Liberty Ave.,Pittsburgh,Pennsylvania
Butthead Doppelbock,2011,1271,German-Style Doppelbock,German Lager,Tommyknocker Brewery and Pub,1401 Miner Street,Idaho Springs,Colorado
Sir Duluth Oatmeal Stout,2292,768,American-Style Stout,North American Ale,Lake Superior Brewing,2711 West Superior Street,Duluth,Minnesota
Point Defiance IPA,2416,633,American-Style India Pale Ale,North American Ale,Harmon Brewing Company,1938 Pacific Avenue,Tacoma,Washington
Eldridge Grade White Knuckle Ale,2585,827,American-Style Pale Ale,North American Ale,Marin Brewing,1809 Larkspur Landing Circle,Larkspur Landing,California
Wild Blue Blueberry Lager,3976,44,Belgian-Style Fruit Lambic,Belgian and French Ale,Anheuser-Busch,One Busch Place,Saint Louis,Missouri
Raspberry Porter,4070,1173,Porter,Irish Ale,Southern Tier Brewing Co,2051A Stoneman Circle,Lakewood,New York
Chaotic Chemistry,4162,812,American-Style Barley Wine Ale,North American Ale,Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont
Schlafly Barleywine,4401,1092,American-Style Barley Wine Ale,North American Ale,Saint Louis Brewery / Schlafy Tap Room,2100 Locust Street,Saint Louis,Missouri
Station 33 Firehouse Red,4529,920,Irish-Style Red Ale,Irish Ale,North Country Brewery,141 South Main Street,Slippery Rock,Pennsylvania
Grateful Red,4852,1219,American-Style Amber/Red Ale,North American Ale,Sullivan's Black Forest Brew Haus & Grill,281 Heinlein Strasse,Frankenmuth,Michigan
St. Bridget's Porter,4962,604,Porter,Irish Ale,Great Divide Brewing,2201 Arapahoe Street,Denver,Colorado
Potbelly Porter,5341,402,Porter,Irish Ale,Copper Kettle Brewery,339 Fairground Rd,Millmont,Pennsylvania
Duck-Rabbit Milk Stout,5445,469,Sweet Stout,British Ale,Duck-Rabbit Craft Brewery,4519 W. Pine Street,Farmville,North Carolina
Standing Stone Hefeweizen,5461,1193,South German-Style Hefeweizen,German Ale,Standing Stone Brewing Company,101 Oak Street,Ashland,Oregon
Big Dick's Olde Ale,5495,47,Old Ale,British Ale,Arcadia Brewing,103 West Michigan Avenue,Battle Creek,Michigan
Black Xantus,5638,686,American-Style Imperial Stout,North American Ale,Humboldt Brewing,856 10th Street,Arcata,California
Winter Ale,5722,259,Winter Warmer,Other Style,Brooklyn Brewery,79 North Eleventh Street,Brooklyn,New York
Blonde Bock,1468,888,Traditional German-Style Bock,German Lager,Moosejaw Pizza & Dells Brewing Company,110 Wisconsin Dells Parkway South,Wisconsin Dells,Wisconsin
2nd Street Amber,1492,617,American-Style Amber/Red Ale,North American Ale,Grumpy Troll Restaurant and Brewery,105 South Second Street,Mount Horeb,Wisconsin
Red Lager,2100,941,American-Style Lager,North American Lager,Old Hat Brewery,114 North Main Street,Lawton,Michigan
Royal Arms IPA,2509,317,American-Style India Pale Ale,North American Ale,Bull & Bush Pub & Brewery,4700 Cherry Creek Drive South,Denver,Colorado
Bourbon County Stout,2901,585,American-Style Imperial Stout,North American Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois
Brew Ribbon,272,1126,American-Style Lager,North American Lager,Seabright Brewery,519 Seabright Avenue #107,Santa Cruz,California
Amber Ale,734,1124,American-Style Brown Ale,North American Ale,Scuttlebutt Brewing,1524 West Marine View Drive,Everett,Washington
Snow Cap Ale,3505,1029,Old Ale,British Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California
IPA,3766,122,American-Style India Pale Ale,North American Ale,Big Sky Brewing,5417 Trumpeter Way,Missoula,Montana
Victory Lager,3821,1326,American-Style Lager,North American Lager,Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania
V-Saison,3842,1326,Other Belgian-Style Ales,Belgian and French Ale,Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania
Railyard Ale,3053,1036,American-Style Brown Ale,North American Ale,Raccoon River Brewing,200 North Tenth Street,Des Moines,Iowa
Pliny the Elder,4499,1086,Imperial or Double India Pale Ale,North American Ale,Russian River Brewing,725 Fourth Street,Santa Rosa,California
Unicorn Amber Ale,997,841,American-Style Amber/Red Ale,North American Ale,McKenzie Brew House,451 Wilmington-West Chester Pike,Glen Mills,Pennsylvania
Chocolate Stout,10,545,American-Style Stout,North American Ale,Fort Collins Brewery,1900-B East Lincoln Avenue,Fort Collins,Colorado
Cold Hop,153,160,English-Style India Pale Ale,British Ale,Boulder Beer Company,2880 Wilderness Place,Boulder,Colorado
Bock,181,39,Traditional German-Style Bock,German Lager,Anchor Brewing,1705 Mariposa Street,San Francisco,California
Oatmeal Stout,268,1126,American-Style Stout,North American Ale,Seabright Brewery,519 Seabright Avenue #107,Santa Cruz,California
Cooper's Cave Pale Ale,5018,396,Classic English-Style Pale Ale,British Ale,Cooper's Cave Ale Company,2 Sagamore Street,Glens Falls,New York
Cottonwood Endo India Pale Ale,5486,349,American-Style India Pale Ale,North American Ale,Carolina Beer Company,110 Barley Park Lane,Mooresville,North Carolina
Ponderosa IPA,5601,1015,American-Style India Pale Ale,North American Ale,Prescott Brewing Company,130 W Gurley St,Prescott,Arizona
Modus Hoperandi,5729,1150,American-Style India Pale Ale,North American Ale,Ska Brewing Company,545 Turner Drive,Durango,Colorado
Brown Bird Brown Ale,5751,341,American-Style Brown Ale,North American Ale,Captain Lawrence Brewing Company,99 Castleton Street,Pleasantville,New York
Marble India Pale Ale,5808,825,American-Style India Pale Ale,North American Ale,Marble Brewery,111 Marble Ave NW,Albuquerque,New Mexico
Porter,3198,585,Porter,Irish Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois
Stout,3509,1029,American-Style Stout,North American Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California
Snow Cap,3621,1031,Old Ale,British Ale,Pyramid Ales Brewery,91 S Royal Brougham Way,Seattle,Washington
Prima Pils,3820,1326,German-Style Pilsener,German Lager,Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania
Berghoff Genuine Dark,2529,868,American-Style Lager,North American Lager,Minhas Craft Brewery,1208 14th Avenue,Monroe,Wisconsin
Altbier,2532,146,American-Style Brown Ale,North American Ale,"Bluegrass Brewing Company, Inc.",3929 Shelbyville Rd.,Louisville,Kentucky
Flying Armadillo Porter,2623,1226,Porter,Irish Ale,Sweetwater Tavern - Centreville,14250 Sweetwater Lane,Centreville,Virginia
Goldenshine,2954,725,American-Style Pale Ale,North American Ale,JT Whitney's Brewpub and Eatery,674 South Whitney Way,Madison,Wisconsin
Schwarzbier,1865,652,German-Style Schwarzbier,German Lager,Hereford & Hops Steakhouse and Brewpub #3,2201 Sherman Street,Wausau,Wisconsin
Honey Wheat,1909,607,American-Style Lager,North American Lager,Great Waters Brewing Company,426 St.Peter Street,Saint Paul,Minnesota
Alexander Alt,3503,92,American-Style Brown Ale,North American Ale,Beach Chalet Brewery,1000 Great Highway,San Francisco,California
Porter,3515,1029,Porter,Irish Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California
Mountain Wheat,3739,236,American-Style Lager,North American Lager,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado
Storm King Imperial Stout,3830,1326,American-Style Imperial Stout,North American Ale,Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania
Amigo Lager,3900,1009,American-Style Lager,North American Lager,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California
Sandy Beach Blonde Hefeweizen,264,624,South German-Style Hefeweizen,German Ale,Half Moon Bay Brewing,390 Capistrano Road,Princeton by the Sea,California
Prairie Pale,343,795,American-Style Pale Ale,North American Ale,Little Apple Brewing,1110 Westloop Center,Manhattan,Kansas
Brilliant Barstool,946,823,Classic English-Style Pale Ale,British Ale,Manayunk Brewery and Restaurant,4120 Main Street,Philadelphia,Pennsylvania
Stout,2106,1229,American-Style Stout,North American Ale,"T-Bonz Gill, Grill and Brewery",1028 Johnny Dodds Boulevard,Mount Pleasant,South Carolina
Schlafly Hefeweizen,2144,1092,American-Style Lager,North American Lager,Saint Louis Brewery / Schlafy Tap Room,2100 Locust Street,Saint Louis,Missouri
Rust Belt Porter,2163,77,Porter,Irish Ale,Barley Island Brewing,639 Conner Street,Noblesville,Indiana
Beer,2371,452,American-Style Lager,North American Lager,Dirt Cheap Cigarettes and Beer,895 Bolger Court,Fenton,Missouri
Thoroughbred Red,2500,675,American-Style Amber/Red Ale,North American Ale,Hops Grillhouse & Brewery - Cherry Creek,149 Steele Street,Denver,Colorado
Stonehenge Stout,2506,317,American-Style Stout,North American Ale,Bull & Bush Pub & Brewery,4700 Cherry Creek Drive South,Denver,Colorado
Symposium Eisbock,2645,907,Traditional German-Style Bock,German Lager,New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin
Dundee Porter,1201,584,Porter,Irish Ale,Golden Valley Brewery and Pub,980 NE Fourth Street,McMinnville,Oregon
Levitation Ale,1253,1204,American-Style Amber/Red Ale,North American Ale,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California
Ruination IPA,1382,1204,Imperial or Double India Pale Ale,North American Ale,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California
Altbier,1472,141,American-Style Brown Ale,North American Ale,BluCreek Brewing Company,2605 South Stoughton Road,Madison,Wisconsin
Ipswich IPA,4016,850,American-Style India Pale Ale,North American Ale,Mercury Brewing Company,23 Hayward St.,Ipswich,Massachusetts
Pinnacle Peak Pale Ale,5579,633,American-Style Pale Ale,North American Ale,Harmon Brewing Company,1938 Pacific Avenue,Tacoma,Washington
Vivant Tripel,5894,1416,Belgian-Style Tripel,Belgian and French Ale,Brewery Vivant,925 Cherry Street SE,Grand Rapids,Michigan
Calico Jack Amber Ale,982,409,American-Style Amber/Red Ale,North American Ale,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,Chalfont,Pennsylvania
IPA,1075,1242,American-Style India Pale Ale,North American Ale,Terminal Gravity Brewing,803 SE School Street,Enterprise,Oregon
Category 5 Strong Ale,1603,1386,American-Style Pale Ale,North American Ale,Zea Rotisserie and Brewery,1525 St. Charles Avenue,New Orleans,Louisiana
Keystone Light,4337,399,American-Style Light Lager,North American Lager,Coors Brewing - Golden Brewery,311 Tenth Street,Golden,Colorado
Raison D'Extra,4520,459,Dark American-Belgo-Style Ale,North American Ale,Dogfish Head Craft Brewery,6 Cannery Village Center,Milton,Delaware
North Pleasant Pale Ale,4548,35,American-Style Pale Ale,North American Ale,Amherst Brewing Company,24 North Pleasant Street,Amherst,Massachusetts
Saranac Brown Ale,4596,512,American-Style Brown Ale,North American Ale,F.X. Matt Brewing,811 Edward Street,Utica,New York
Golden Fleece Maibock,4788,507,German-Style Heller Bock/Maibock,German Lager,Erie Brewing Company,1213 Veshecco Drive,Erie,Pennsylvania
Sebewaing Beer,4939,853,American-Style Pale Ale,North American Ale,Michigan Brewing,1093 Highview Drive,Webberville,Michigan
Terrapin Golden Ale,5594,1243,American-Style Cream Ale or Lager,Other Style,Terrapin Beer Company,196 Alps Road,Athens,Georgia
BJ's Annual Grand Cru,5620,133,Belgian-Style Pale Strong Ale,Belgian and French Ale,BJ's Restaurant and Brewery,600 Brea Mall,Brea,California
Bock,3236,588,Traditional German-Style Bock,German Lager,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California
Merry Monks,3920,1352,Belgian-Style Tripel,Belgian and French Ale,Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania
Apple Ale,2961,907,Light American Wheat Ale or Lager,Other Style,New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin
Red,2062,808,American-Style Pale Ale,North American Ale,Mad Anthony Brewing,2002 Broadway,Fort Wayne,Indiana
Smooth Oatmeal Stout,2251,585,American-Style Stout,North American Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois
Hex Nut Brown Ale,2253,585,American-Style Brown Ale,North American Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois
Empyrean Oktoberfest,2401,501,German-Style Oktoberfest,German Lager,Empyrean Brewing Company,729 Q Street,Lincoln,Nebraska
Special Ale,989,1011,American-Style Amber/Red Ale,North American Ale,Porterhouse Restaurant and Brewpub,5775 Lower Mountain Road,Lahaska,Pennsylvania
Harvest Ale,1845,566,German-Style Oktoberfest,German Lager,Gaslight Brewery,15 South Orange Avenue,South Orange,New Jersey
Laughing Ass,1971,254,American-Style Lager,North American Lager,Bricktown Brewery,299 Main Street,Dubuque,Iowa
Fox Tail Amber Ale,2043,553,American-Style Amber/Red Ale,North American Ale,Fratellos Restaurant and Brewery,4301 West Wisconsin,Appleton,Wisconsin
Stout (discontinued),2864,1039,German-Style Schwarzbier,German Lager,Rail House Restaurant and Brewpub,2029 Old Peshtigo Road,Marinette,Wisconsin
Pale Ale,324,515,American-Style Pale Ale,North American Ale,Faultline Brewing #1,1235 Oakmead Parkway,Sunnyvale,California
Founders Black Rye,4588,549,American Rye Ale or Lager,Other Style,Founders Brewing,235 Grandville Avenue SW,Grand Rapids,Michigan
